ExperimentName,participante,Session,SessionDate,SessionTime,Cond,pronome,referencia,item,tt2,tt2.RT,tt3,tt3.RT,tt4,tt4.RT,tt5,tt5.RT,tt6,tt6.RT,tt7,tempo.pronome,tt8,tempo.adverbio,tt9,tt9.RT,tt10,tt10.RT,tt11,tt11.RT,tt12,tt12.RT,tt13,tt13.RT,tt14,tt14.RT,Comp
Lista3,7b,2,10-22-2013,17:57:59,2,p,cor,i_4,+,594,Vinícius e Cristina,1034,adoravam,543,ouvir,440,boa música,422,e eles,692,quase sempre,455,tocavam,388,alguma coisa,452,que lhes agradava,401, e animava,528,as noites,554,de sexta-feira.,595,1381
Lista3,7b,2,10-22-2013,17:57:59,2,p,ind,i_22,+,516,Mariana,446,ganhava bem,396,como ,363,maquiadora,316,e eles,479,claramente,411,estavam,426,bastante contentes,760,com o trabalho,489,realizado,388,ali na filial,249841,da Globo.,647,1637
Lista3,7b,2,10-22-2013,17:57:59,2,s,cor,i_29,+,724,Luciano,518,roncava,304,além,403,do aceitável,786,e ele,481,inclusive,397,chegava,349,a despertar,366,com aquela sinfonia,991,de roncos,966,ao longo,589,de toda a noite.,533,2323
Lista3,7b,2,10-22-2013,17:57:59,2,s,inf,i_14,Na recepção do albergue,8036,Jandira,475,era,375,sempre,343,ríspida e rude,585,e ele,640,naturalmente,582,recebia,414,muitas críticas,397,por causa,412,desse comportamento,426,e de seu péssimo,409,humor.,872,1235
Lista3,7b,2,10-22-2013,17:57:59,2,p,cor,i_37,+,740,Rafael e Valéria,869,tocavam,737,guitarra,2498,como ninguém,1452,e eles,1120,claramente,897,sentiam,524,bastante orgulho,919,de um talento,848,tão natural,557,e de sua dedicação,1174,exemplar.,773,2324
Lista3,7b,2,10-22-2013,17:57:59,2,p,ind,i_26,+,527,Aline,601,nunca,592,parava,439,para descansar,597,e eles,716,raramente,494,chamavam,474,outras pessoas,1286,para ajudá-la,609,com o trabalho,1032,na santa casa,988,de saúde.,500,2927
Lista3,7b,2,10-22-2013,17:57:59,2,p,ind,i_7,+,403,Samira,2498,cozinhava,747,com muita,365,pimenta,429,e eles,444,certamente,329,achavam,348,que isso afastaria,397,os clientes,1005,mais sensíveis,835,da cantina,433,italiana.,478,2237
Lista3,7b,2,10-22-2013,17:57:59,2,s,ind,i_38,+,533,Marcela,462,tomou posse,363,como,364,secretária,797,e ele,428,certamente,331,estava,365,bem contente,333,com sua nomeação,319,inesperada,1121,na secretaria,595,da cultura.,522,1773
Lista3,7b,2,10-22-2013,17:57:59,2,p,cor,i_2,+,589,Natália e Afonso,757,sempre,325,mostraram,920,bastante dedicação,978,e eles,329,obviamente,652,estavam,288,muito contentes,276,com um desempenho,696,tão exemplar,572,mostrado,564,todos os dias.,541,1544
Lista3,7b,2,10-22-2013,17:57:59,2,s,ind,i_35,+,291,Bárbara,471,tinha fama,291,de ser,295,muito brava,298,e ele,302,obviamente,385,respeitava,321,apenas,307,superiores,326,que fossem autoritários,664,ali na delegacia,861,distrital.,618,1297
Lista3,7b,2,10-22-2013,17:57:59,2,s,ind,i_25,+,441,Verônica,567,não costumava,446,estudar,1051,muito,321,e ele,306,naturalmente,421,tentava,403,escolher,322,tópicos de estudo,965,que a motivassem,829,nas aulas,475,de recuperação.,583,2116
Lista3,7b,2,10-22-2013,17:57:59,2,s,cor,i_34,+,552,Alfredo,561,tinha,361,uma paciência,346,incrível,524,e ele,294,geralmente,394,recebia,313,elogios,269,pelo trabalho,209,que desempenhava,808,juntos aos pacientes,647,mais graves.,284,1286
Lista3,7b,2,10-22-2013,17:57:59,2,p,cor,i_19,+,560,Joelma e Leandro,761,faziam,666,uma torta,462,bem gostosa,443,e eles,680,geralmente,588,vendiam,388,esse quitute,1347,por um preço,556,bastante razoável,677,para a alegria,4585,dos clientes.,653,2580
Lista3,7b,2,10-22-2013,17:57:59,2,s,cor,i_28,+,593,Guilherme,553,passava,353,toneladas,242,de roupa,1096,e ele,459,claramente,536,dependia,626,daquelas roupas todas,776,para conseguir,2328,algum lucro,2904,e pagar,497,todas as dívidas,540,6008
Lista3,7b,2,10-22-2013,17:57:59,2,s,ind,i_30,+,404,Vitória,435,sabia,336,usar bem,354,sua lábia,371,e ele,803,obviamente,562,dependia,298,desse talento único,1166,para ganhar,542,dinheiro,1704,nas negociações,4610,da empresa.,581,3412
Lista3,7b,2,10-22-2013,17:57:59,2,s,inf,i_24,Ali na agência lotérica,18883,Zuleica,445,não,380,dava conta,284,de suas obrigações,752,e ele,416,frequentemente,463,contratava,396,funcionários,283,para cobrir,527,o trabalho que sobrava,1593,quando as coisas,680,apertavam.,1564,2403
Lista3,7b,2,10-22-2013,17:57:59,2,p,inf,i_20,Na paróquia da vila,1742,Luana,4375,fofocava,355,sobre,516,qualquer coisa,622,e eles,1732,obviamente,1037,adoravam,434,ouvir,496,uma fofoca maldosa,2140,e bem contada,771,sobre detalhes,1091,da vida alheia.,2166,3407
Lista3,7b,2,10-22-2013,17:57:59,2,s,cor,i_27,+,295,Renato,523,nunca foi,309,muito,296,responsável,412,e ele,299,com frequência,270,perdia,387,vários clientes,290,e muito dinheiro,278,por causa disso,1466,e de sua,445,incompetência.,507,2034
Lista3,7b,2,10-22-2013,17:57:59,2,s,ind,i_32,+,330,Celina,445,sempre,330,se alimentava,844,muito bem,394,e ele,361,geralmente,282,preparava,382,as refeições,238,apenas,435,com alimentos saudáveis,1217,na lanchonete,638,vegetariana.,452,1890
Lista3,7b,2,10-22-2013,17:57:59,2,p,cor,i_5,+,648,Carolina e Rodrigo,733,anunciaram,639,suas,468,aposentadorias,353,e eles,338,naturalmente,403,lamentavam,322,o fim prematuro,2757,de duas carreiras,915,tão belas,638,dedicadas,515,à dança clássica.,1646,4310
Lista3,7b,2,10-22-2013,17:57:59,2,p,inf,i_3,Quando trabalhava na gravadora,1102,Michele,752,acabou,241,compondo,439,belas canções,532,e eles,462,claramente,426,lucravam,393,um bom dinheiro,504,com as composições,419,mais famosas,337,e que tocavam bastante,883,na rádio.,23038,1260
Lista3,7b,2,10-22-2013,17:57:59,2,s,cor,i_33,+,620,Santiago,530,só cantava,332,música,462,sertaneja,860,e ele,376,geralmente,760,prometia,441,um novo repertório,343,para cada,536,show feito,434,para,463,seus clientes.,780,1313
Lista3,7b,2,10-22-2013,17:57:59,2,p,ind,i_6,+,271,Daniela,435,costumava,305,contar,340,muita vantagem,486,e eles,513,logicamente,348,estavam,317,mais que acostumados,976,a lidar,408,com tanta mentira,967,na vila,431,onde ela morava.,2269,2351
Lista3,7b,2,10-22-2013,17:57:59,2,s,cor,i_36,+,549,Bernardo,542,tocava,392,flauta,295,sem muito empenho,827,e ele,425,obviamente,375,estava,391,bastante descontente,1111,com,489,aquela situação,293,e com sua falta,1145,de dedicação.,714,1893
Lista3,7b,2,10-22-2013,17:57:59,2,p,ind,i_11,+,339,Lorena,661,era,345,uma pessoa,251,bem tímida,448,e eles,493,raramente,473,conseguiam,438,superar,371,aquela timidez,483,quase doentia,495,durante as aulas,491,de teatro.,678,1349
Lista3,7b,2,10-22-2013,17:57:59,2,s,inf,i_42,Trabalhando numa grande empresa,1168,Beatriz,479,viajava,539,quase,405,todo dia,260,e ele,8008,quase sempre,432,tentava,349,fazer as reservas,271,dos voos,1603,em classe executiva,3649,quando a viagem,1772,era longa.,451,5523
Lista3,7b,2,10-22-2013,17:57:59,2,p,cor,i_31,+,438,César e Rômulo,547,sempre,493,comiam,424,bastante carne,967,e eles,334,geralmente,432,assavam,334,uma picanha,240,suculenta,1510,e apetitosa,808,para os almoços,2614,de domingo.,13531,2558
Lista3,7b,2,10-22-2013,17:57:59,2,p,ind,i_13,+,139,Marília,133,era,127,rebelde,105,ao extremo,132,e eles,110,frequentemente,153,comentavam,115,que isso,157,atrapalhava bastante,103,a carreira,130,dentro,157,da Polícia Federal.,118,390
Lista3,8c,3,10-23-2013,17:00:47,2,s,ind,i_10,+,885,Solange,688,era,900,mais sincera,1086,do que deveria,1361,e ele,665,inclusive,701,vivia,688,enfrentando,707,problemas graves,630,por causa disso,572,na loja,644,onde trabalhava.,634,1909
Lista3,8c,3,10-23-2013,17:00:47,2,p,ind,i_26,+,795,Aline,682,nunca,717,parava,688,para descansar,771,e eles,611,raramente,778,chamavam,666,outras pessoas,574,para ajudá-la,614,com o trabalho,605,na santa casa,580,de saúde.,700,1793
Lista3,8c,3,10-23-2013,17:00:47,2,p,cor,i_2,+,425,Natália e Afonso,1063,sempre,540,mostraram,645,bastante dedicação,746,e eles,684,obviamente,463,estavam,476,muito contentes,488,com um desempenho,804,tão exemplar,754,mostrado,435,todos os dias.,656,2046
Lista3,8c,3,10-23-2013,17:00:47,2,s,cor,i_28,+,653,Guilherme,610,passava,584,toneladas,720,de roupa,1346,e ele,507,claramente,437,dependia,403,daquelas roupas todas,818,para conseguir,480,algum lucro,636,e pagar,529,todas as dívidas,572,1934
Lista3,8c,3,10-23-2013,17:00:47,2,p,ind,i_6,+,768,Daniela,544,costumava,409,contar,472,muita vantagem,532,e eles,574,logicamente,422,estavam,420,mais que acostumados,723,a lidar,501,com tanta mentira,431,na vila,429,onde ela morava.,603,1655
Lista3,8c,3,10-23-2013,17:00:47,2,s,inf,i_14,Na recepção do albergue,2085,Jandira,527,era,441,sempre,471,ríspida e rude,915,e ele,509,naturalmente,488,recebia,452,muitas críticas,513,por causa,508,desse comportamento,551,e de seu péssimo,511,humor.,666,1572
Lista3,8c,3,10-23-2013,17:00:47,2,s,ind,i_1,+,474,Adriana,663,costurava,475,por dez horas,1400,todo dia,446,e ele,523,ainda assim,437,dizia,1171,que o trabalho,498,de costura,445,era muito tranquilo,508,ali na confecção,918,da loja.,416,1451
Lista3,8c,3,10-23-2013,17:00:47,2,s,ind,i_30,+,589,Vitória,468,sabia,688,usar bem,756,sua lábia,484,e ele,576,obviamente,712,dependia,443,desse talento único,696,para ganhar,908,dinheiro,518,nas negociações,528,da empresa.,506,2122
Lista3,8c,3,10-23-2013,17:00:47,2,s,ind,i_25,+,432,Verônica,526,não costumava,472,estudar,404,muito,643,e ele,569,naturalmente,513,tentava,428,escolher,522,tópicos de estudo,516,que a motivassem,974,nas aulas,486,de recuperação.,450,2012
Lista3,8c,3,10-23-2013,17:00:47,2,p,ind,i_7,+,396,Samira,619,cozinhava,433,com muita,511,pimenta,554,e eles,787,certamente,482,achavam,461,que isso afastaria,538,os clientes,916,mais sensíveis,590,da cantina,453,italiana.,498,2044
Lista3,8c,3,10-23-2013,17:00:47,2,s,ind,i_32,+,350,Celina,527,sempre,809,se alimentava,967,muito bem,671,e ele,467,geralmente,463,preparava,492,as refeições,568,apenas,560,com alimentos saudáveis,905,na lanchonete,611,vegetariana.,666,2033
Lista3,8c,3,10-23-2013,17:00:47,2,s,inf,i_24,Ali na agência lotérica,653,Zuleica,1666,não,381,dava conta,477,de suas obrigações,1002,e ele,385,frequentemente,496,contratava,444,funcionários,473,para cobrir,453,o trabalho que sobrava,515,quando as coisas,941,apertavam.,486,1441
Lista3,8c,3,10-23-2013,17:00:47,2,s,inf,i_8,Nas rodas de samba da vizinhança,2845,Regina,616,entoava,1438,canções,595,populares,570,e ele,466,rapidamente,479,seguia,491,a melodia cantada,518,com um batuque,1297,animado,475,para dar cadência,584,à música.,895,2290
Lista3,8c,3,10-23-2013,17:00:47,2,s,cor,i_36,+,687,Bernardo,850,tocava,526,flauta,601,sem muito empenho,767,e ele,687,obviamente,483,estava,510,bastante descontente,857,com,518,aquela situação,496,e com sua falta,523,de dedicação.,581,1871
Lista3,8c,3,10-23-2013,17:00:47,2,p,ind,i_22,+,468,Mariana,385,ganhava bem,832,como ,525,maquiadora,552,e eles,512,claramente,523,estavam,453,bastante contentes,514,com o trabalho,557,realizado,486,ali na filial,449,da Globo.,558,1557
Lista3,8c,3,10-23-2013,17:00:47,2,s,cor,i_27,+,445,Renato,587,nunca foi,482,muito,430,responsável,492,e ele,504,com frequência,594,perdia,506,vários clientes,501,e muito dinheiro,496,por causa disso,651,e de sua,560,incompetência.,505,1648
Lista3,8c,3,10-23-2013,17:00:47,2,s,cor,i_29,+,493,Luciano,569,roncava,481,além,493,do aceitável,873,e ele,436,inclusive,402,chegava,401,a despertar,368,com aquela sinfonia,640,de roncos,502,ao longo,400,de toda a noite.,399,1510
Lista3,8c,3,10-23-2013,17:00:47,2,p,cor,i_19,+,585,Joelma e Leandro,896,faziam,555,uma torta,532,bem gostosa,494,e eles,489,geralmente,469,vendiam,401,esse quitute,480,por um preço,668,bastante razoável,496,para a alegria,524,dos clientes.,454,1644
Lista3,8c,3,10-23-2013,17:00:47,2,p,cor,i_12,+,522,Junior e Roberto,853,eram,673,professores,597,fazia tempo,925,e eles,438,quase nunca,436,recebiam,401,reclamações graves,976,sobre as aulas,600,que eram dadas,431,para seus alunos,509,mais exigentes.,488,2007
Lista3,8c,3,10-23-2013,17:00:47,2,s,inf,i_40,Na câmara municipal,649,Rebeca,557,trabalhava,439,como,405,secretária,468,e ele,448,geralmente,429,recebia,572,várias ligações,515,de pessoas,525,muito importantes,503,ao longo,498,de todo o dia.,429,1543
Lista3,8c,3,10-23-2013,17:00:47,2,s,inf,i_15,Na lanchonete onde trabalhava,1342,Isabela,679,estava,411,sempre,473,na correria,438,e ele,483,quase nunca,527,deixava,441,os funcionários,455,contratados,419,tirarem uma folga,482,durante as horas,749,do expediente.,430,1356
Lista3,8c,3,10-23-2013,17:00:47,2,p,ind,i_11,+,495,Lorena,458,era,423,uma pessoa,517,bem tímida,367,e eles,528,raramente,458,conseguiam,407,superar,438,aquela timidez,659,quase doentia,376,durante as aulas,616,de teatro.,414,1473
Lista3,8c,3,10-23-2013,17:00:47,2,p,ind,i_16,+,462,Fernanda,539,estava,372,sentindo,596,muita dor,428,e eles,410,felizmente,425,sabiam,407,como aliviar,454,aquele sofrimento,1011,sem fim,394,ali,409,na mesa de operações.,520,1859
Lista3,8c,3,10-23-2013,17:00:47,2,p,inf,i_3,Quando trabalhava na gravadora,2251,Michele,382,acabou,414,compondo,429,belas canções,571,e eles,420,claramente,354,lucravam,387,um bom dinheiro,403,com as composições,497,mais famosas,413,e que tocavam bastante,412,na rádio.,555,1313
Lista3,8c,3,10-23-2013,17:00:47,2,s,cor,i_39,+,422,Ronaldo,516,trabalhava,414,como,445,advogado,491,e ele,422,semanalmente,420,revisava,675,todos os contratos,759,de licitação,631,e de venda,797,para ver,493,se estavam adequados.,2776,2187
Lista3,8c,3,10-23-2013,17:00:47,2,p,inf,i_17,Na biblioteca da faculdade,5949,Luiza,570,estudava,626,física,504,todo dia,499,e eles,462,certamente,491,possuíam,582,os melhores livros,462,e revistas,459,sobre o assunto,519,que mais,418,lhe interessava.,480,1440
Lista3,8c,3,10-23-2013,17:00:47,2,p,cor,i_5,+,411,Carolina e Rodrigo,666,anunciaram,734,suas,400,aposentadorias,431,e eles,509,naturalmente,392,lamentavam,407,o fim prematuro,566,de duas carreiras,414,tão belas,397,dedicadas,461,à dança clássica.,650,1377
Lista3,8c,3,10-23-2013,17:00:47,2,s,cor,i_33,+,425,Santiago,552,só cantava,385,música,672,sertaneja,436,e ele,402,geralmente,385,prometia,384,um novo repertório,768,para cada,464,show feito,397,para,732,seus clientes.,494,1629
Lista3,8c,3,10-23-2013,17:00:47,2,s,ind,i_38,+,389,Marcela,357,tomou posse,982,como,413,secretária,508,e ele,455,certamente,404,estava,355,bem contente,372,com sua nomeação,644,inesperada,522,na secretaria,468,da cultura.,496,1538
Lista3,8c,3,10-23-2013,17:00:47,2,p,inf,i_18,Durante a missa matinal,1457,Teresa,485,falava,400,feito,431,uma matraca,813,e eles,428,quase nunca,426,percebiam,552,quão incoveniente,977,era,409,aquele falatório,584,em meio,415,às outras vozes.,414,1970
Lista3,8c,3,10-23-2013,17:00:47,2,s,inf,i_9,Na firma de arquitetura,2253,Eliane,385,era,512,competente,795,no que fazia,426,e ele,473,inclusive,981,dependia,381,dessa competência,541,para fechar,470,vários contratos,419,com clientes,449,milionários.,526,1430
Lista3,8c,3,10-23-2013,17:00:47,2,s,ind,i_35,+,508,Bárbara,503,tinha fama,386,de ser,465,muito brava,382,e ele,526,obviamente,681,respeitava,365,apenas,526,superiores,376,que fossem autoritários,520,ali na delegacia,850,distrital.,431,1422
Lista3,8c,3,10-23-2013,17:00:47,2,p,cor,i_37,+,504,Rafael e Valéria,1074,tocavam,438,guitarra,420,como ninguém,514,e eles,573,claramente,469,sentiam,401,bastante orgulho,432,de um talento,590,tão natural,470,e de sua dedicação,434,exemplar.,480,1492
Lista3,8c,3,10-23-2013,17:00:47,2,p,inf,i_21,Quando trabalhava na Veja,1391,Pâmela,534,ganhava,496,a vida,443,como repórter,729,e eles,459,com frequência,472,publicavam,420,as matérias,450,mais importantes,447,com muito destaque,493,nas edições semanais,472,da revista.,468,1390
Lista3,8c,3,10-23-2013,17:00:47,2,p,cor,i_4,+,446,Vinícius e Cristina,811,adoravam,538,ouvir,531,boa música,494,e eles,457,quase sempre,422,tocavam,404,alguma coisa,419,que lhes agradava,449, e animava,526,as noites,424,de sexta-feira.,535,1394
Lista3,8c,3,10-23-2013,17:00:47,2,p,inf,i_23,Ali na loja de roupas,934,Cecília,799,gastava,446,sem,571,se preocupar,387,e eles,435,inclusive,465,parcelavam,445,todas aquelas compras,507,em várias vezes,518,com juros,448,em seus cartões,477,de crédito.,426,1473
Lista3,8c,3,10-23-2013,17:00:47,2,p,inf,i_41,Na editora onde trabalhava,1119,Estela,561,traduzia,778,obras,458,importantes,471,e eles,419,felizmente,401,conseguiam,384,um bom lucro,464,publicando,413,as melhores traduções,507,na forma,422,de coleções especiais.,901,1384
Lista3,8c,3,10-23-2013,17:00:47,2,s,inf,i_42,Trabalhando numa grande empresa,1602,Beatriz,672,viajava,388,quase,387,todo dia,403,e ele,418,quase sempre,432,tentava,398,fazer as reservas,702,dos voos,449,em classe executiva,670,quando a viagem,578,era longa.,491,1821
Lista3,8c,3,10-23-2013,17:00:47,2,p,inf,i_20,Na paróquia da vila,884,Luana,1567,fofocava,398,sobre,957,qualquer coisa,390,e eles,422,obviamente,404,adoravam,403,ouvir,418,uma fofoca maldosa,640,e bem contada,406,sobre detalhes,789,da vida alheia.,628,1464
Lista3,8c,3,10-23-2013,17:00:47,2,p,cor,i_31,+,653,César e Rômulo,801,sempre,448,comiam,461,bastante carne,666,e eles,398,geralmente,446,assavam,444,uma picanha,521,suculenta,451,e apetitosa,512,para os almoços,539,de domingo.,613,1484
Lista3,8c,3,10-23-2013,17:00:47,2,p,ind,i_13,+,445,Marília,811,era,410,rebelde,345,ao extremo,586,e eles,434,frequentemente,479,comentavam,428,que isso,458,atrapalhava bastante,743,a carreira,408,dentro,423,da Polícia Federal.,645,1609
Lista3,8c,3,10-23-2013,17:00:47,2,s,cor,i_34,+,468,Alfredo,480,tinha,492,uma paciência,536,incrível,449,e ele,462,geralmente,427,recebia,425,elogios,424,pelo trabalho,486,que desempenhava,385,juntos aos pacientes,433,mais graves.,431,1295
Lista4,1d,4,10/10/13,18:24:15,2,p,ind,i_28,+,1000,Irene,910,passava,873,toneladas,1188,de roupa,1203,e eles,625,claramente,760,dependiam,1000,daquelas roupas todas,2110,para conseguir,1223,algum lucro,852,na lavanderia,1777,onde ela trabalhava.,1272,4185
Lista4,1d,4,10/10/13,18:24:15,2,s,inf,i_32,Na lanchonete vegetariana,3458,Celina,1365,sempre,973,se alimentava,804,muito bem,1027,e ele,841,geralmente,3526,preparava,789,as refeições,1092,apenas,743,com alimentos saudáveis,1449,e produzidos,749,de forma orgânica.,1022,3284
Lista4,1d,4,10/10/13,18:24:15,2,p,inf,i_16,Na mesa de operações,1392,Fernanda,919,estava,721,sentindo,771,muita dor,627,e eles,441,felizmente,614,sabiam,605,como aliviar,692,aquele sofrimento,663,sem fim,540,de forma,1461,muito rápida.,1177,1895
Lista4,1d,4,10/10/13,18:24:15,2,p,inf,i_22,Na filial da Globo,1424,Mariana,1157,ganhava bem,934,como ,527,maquiadora,1513,e eles,955,claramente,819,estavam,625,bastante contentes,1319,com o trabalho,993,realizado,856,junto às atrizes,1748,mais famosas.,1341,3168
Lista4,1d,4,10/10/13,18:24:15,2,p,ind,i_29,+,702,Talita,768,roncava,512,além,827,do aceitável,1033,e eles,702,inclusive,881,chegavam,668,a despertar,1089,com aquela sinfonia,1187,de roncos,914,na hospedagem,1165,da vila.,1837,3190
Lista4,1d,4,10/10/13,18:24:15,2,s,ind,i_12,+,668,Joana,592,era,615,professora,765,fazia tempo,1869,e ele,625,quase nunca,1319,recebia,848,reclamações graves,1293,sobre as aulas,1224,que eram dadas,870,ali,1474,na escola estadual.,1029,3387
Lista4,1d,4,10/10/13,18:24:15,2,s,inf,i_30,Nas negociações da empresa,1461,Vitória,520,sabia,1170,usar bem,674,sua lábia,998,e ele,1229,obviamente,778,dependia,1114,desse talento único,2348,para ganhar,924,dinheiro,790,às custas,773,de seus clientes.,1429,4062
Lista4,1d,4,10/10/13,18:24:15,2,p,inf,i_7,Na cantina italiana,1861,Samira,984,cozinhava,1023,com muita,741,pimenta,1094,e eles,793,certamente,1017,achavam,766,que isso afastaria,974,os clientes,1206,mais sensíveis,996,e de paladar,1099,mais delicado.,1150,3176
Lista4,1d,4,10/10/13,18:24:15,2,s,inf,i_10,Na loja onde trabalhava,1968,Solange,927,era,761,mais sincera,2362,do que deveria,2537,e ele,752,inclusive,833,vivia,1118,enfrentando,1216,problemas graves,4236,por causa disso,831,e de sua falta,1628,de educação.,2394,6283
Lista4,1d,4,10/10/13,18:24:15,2,s,cor,i_14,+,903,Caetano,593,era,441,sempre,390,ríspida e rude,2790,e ele,691,naturalmente,1383,recebia,909,muitas críticas,1385,por causa,1119,desse comportamento,865,e de seu péssimo,1325,humor.,759,3369
Lista4,1d,4,10/10/13,18:24:15,2,s,inf,i_38,Na secretaria de cultura,1738,Marcela,451,tomou posse,1151,como,416,secretária,542,e ele,487,certamente,723,estava,837,bem contente,1218,com sua nomeação,1184,inesperada,943,feita pelo ministro,1576,da cultura.,695,3345
Lista4,1d,4,10/10/13,18:24:15,2,p,cor,i_17,+,934,Luiz e Damião,1583,estudavam,909,física,744,todo dia,857,e eles,502,certamente,816,possuíam,1054,os melhores livros,1379,e revistas,1114,sobre o assunto,1196,que mais,1387,lhes interessava.,1490,3689
Lista4,1d,4,10/10/13,18:24:15,2,p,cor,i_3,+,475,Michel e Fabrício,1767,acabaram,398,compondo,990,belas canções,869,e eles,561,claramente,778,lucravam,810,um bom dinheiro,968,com as composições,1408,mais famosas,1046,que tocavam bastante,1339,na rádio.,1923,3422
Lista4,1d,4,10/10/13,18:24:15,2,p,cor,i_23,+,724,Cecília e Leonardo,1270,gastavam,866,sem,670,se preocuparem,1810,e eles,807,inclusive,1030,parcelavam,1388,todas aquelas compras,1010,em várias vezes,825,com juros,599,em seus cartões,1053,de crédito.,658,2434
Lista4,1d,4,10/10/13,18:24:15,2,s,cor,i_42,+,471,Cândido,803,viajava,642,quase,487,todo dia,610,e ele,777,quase sempre,1241,tentava,998,fazer as reservas,1437,dos voos,930,em classe executiva,1260,quando a viagem,1000,era longa.,830,3627
Lista4,1d,4,10/10/13,18:24:15,2,s,cor,i_8,+,596,Mateus,716,entoava,973,canções,598,populares,429,e ele,604,rapidamente,738,seguia,516,a melodia cantada,2894,com um batuque,1463,animado,906,para dar cadência,1973,à música.,1443,5263
Lista4,1d,4,10/10/13,18:24:15,2,s,ind,i_19,+,541,Joelma,727,fazia,633,uma torta,1567,bem gostosa,910,e ele,792,geralmente,1671,vendia,931,esse quitute,1516,por um preço,670,bastante razoável,2306,na doceria,1731,onde trabalhava.,908,4492
Lista4,1d,4,10/10/13,18:24:15,2,p,inf,i_6,Na vila onde morava,1226,Daniela,775,costumava,535,contar,529,muita vantagem,2267,e eles,541,logicamente,936,estavam,1057,mais que acostumados,2213,a lidar,794,com tanta mentira,954,contada,882,todos os dias.,765,3961
Lista4,1d,4,10/10/13,18:24:15,2,s,cor,i_15,+,493,Antônio,617,estava,559,sempre,376,na correria,776,e ele,808,quase nunca,679,deixava,1019,os funcionários,769,contratados,1217,tirarem uma folga,1982,durante as horas,877,do expediente.,745,3968
Lista4,1d,4,10/10/13,18:24:15,2,p,ind,i_33,+,530,Nádia,749,só cantava,941,música,503,sertaneja,577,e eles,569,geralmente,721,prometiam,963,um novo repertório,1916,para cada,685,show feito,704,na casa noturna,1395,da cidade.,746,3305
Lista4,1d,4,10/10/13,18:24:15,2,s,inf,i_35,Na delegacia distrital,2765,Bárbara,763,tinha fama,732,de ser,589,muito brava,661,e ele,666,obviamente,958,respeitava,678,apenas,523,superiores,901,que fossem autoritários,1087,e impusessem,1218,respeito.,656,2511
Lista4,1d,4,10/10/13,18:24:15,2,s,ind,i_37,+,380,Valéria,668,tocava,400,guitarra,495,como ninguém,539,e ele,660,claramente,1353,sentia,593,bastante orgulho,776,de um talento,1176,tão natural,1048,ali na escola,1005,de música.,947,3000
Lista4,1d,4,10/10/13,18:24:15,2,p,ind,i_39,+,421,Sueli,580,trabalhava,684,como,751,advogada,800,e eles,734,semanalmente,1024,revisavam,533,todos os contratos,1055,de licitação,643,e de venda,680,ali na sede,636,da construtora.,1026,2378
Lista4,1d,4,10/10/13,18:24:15,2,s,ind,i_4,+,507,Cristina,438,adorava,932,ouvir,557,boa música,630,e ele,732,quase sempre,1341,tocava,679,alguma coisa,795,que lhe agradava,1833, e animava,1470,ali na quermesse,3281,do bairro.,1818,4098
Lista4,1d,4,10/10/13,18:24:15,2,s,ind,i_5,+,517,Carolina,768,anunciou,848,sua,525,aposentadoria,1111,e ele,521,naturalmente,739,lamentava,789,o fim prematuro,1028,de uma carreira,1194,tão bela,745,na companhia,1498,de balé.,1468,2967
Lista4,1d,4,10/10/13,18:24:15,2,s,cor,i_9,+,446,Eduardo,652,era,528,competente,651,no que fazia,879,e ele,571,inclusive,835,dependia,736,dessa competência,1298,para fechar,1052,vários contratos,1377,com clientes,936,milionários.,1681,3727
Lista4,1d,4,10/10/13,18:24:15,2,p,ind,i_34,+,365,Jéssica,557,tinha,422,uma paciência,4197,incrível,857,e eles,661,geralmente,2538,recebiam,786,elogios,641,pelo trabalho,630,que ela desempenhava,1452,na clínica,688,de pediatria.,756,2723
Lista4,1d,4,10/10/13,18:24:15,2,s,cor,i_40,+,638,Ângelo,580,trabalhava,1036,como,497,secretário,508,e ele,503,geralmente,610,recebia,713,várias ligações,748,de pessoas,749,muito importantes,1246,ao longo,859,de todo o dia.,999,2743
Lista4,1d,4,10/10/13,18:24:15,2,s,inf,i_25,Nas aulas de recuperação,3696,Verônica,920,não costumava,2386,estudar,784,muito,479,e ele,395,naturalmente,955,tentava,675,escolher,679,tópicos de estudo,683,que a motivassem,1231,e melhorassem,700,seu desempenho.,719,2593
Lista4,1d,4,10/10/13,18:24:15,2,p,ind,i_27,+,508,Suzana,550,nunca foi,703,muito,738,responsável,531,e eles,717,com frequência,2255,perdiam,915,vários clientes,989,e muito dinheiro,1044,por causa disso,1193,ali na agência,1176,de viagens.,1048,3226
Lista4,1d,4,10/10/13,18:24:15,2,p,cor,i_18,+,387,Teresa e Josué,1379,falavam,746,feito,636,umas matracas,817,e eles,671,quase nunca,1011,percebiam,1337,quão inconveniente,1906,era,516,aquele falatório,1118,em meio,816,às outras vozes.,1198,3540
Lista4,1d,4,10/10/13,18:24:15,2,p,inf,i_13,Dentro da Polícia Federal,1999,Marília,2061,era,776,rebelde,632,ao extremo,1102,e eles,928,frequentemente,634,comentavam,943,que isso,520,atrapalhava bastante,867,a carreira,1310,e qualquer plano,1321,de promoção.,962,2697
